"Player","Team","MXG","Goals","Loops","Degree"
"Adrián","West Ham United",-1.80524222767997,0,24,692
"M. Mittelstädt","Hertha BSC",-1.80542850169991,0,231,627
"C. Ben Saada","Troyes",-1.80545022190472,0,1084,1994
"A. Begović","AFC Bournemouth",-1.80592602736328,0,32,1359
"G. Rulli","Real Sociedad",-1.80873489820397,0,25,1246
"D. Burnic","Stuttgart",-1.81175379142257,0,178,580
"Sergio Rico","Sevilla",-1.81394583688552,0,12,795
"A. Guardado","Real Betis",-1.81494743924577,2,224,2126
"K. Bonifazi","Torino",-1.81621526677645,0,27,307
"Bruno","Getafe",-1.81648269258301,0,60,684
"K. Bellarabi","Bayer Leverkusen",-1.81758081419559,1,836,2032
"Sergi Gómez","Celta de Vigo",-1.81786349125969,1,169,2202
"J. Toljan","Borussia Dortmund",-1.82296956059793,1,115,1151
"L. Phiri","Guingamp",-1.82461493599942,0,269,1304
"S. Maier","Hannover 96",-1.8265226281012,0,191,465
"H. Winks","Tottenham Hotspur",-1.8273653690303,0,72,818
"R. Aarons","Hellas Verona",-1.82738829071559,0,69,280
"G. Donnarumma","Milan",-1.82932947757149,0,19,1387
"N. Chalobah","Watford",-1.8297328313854,0,259,606
"Sergio Busquets","Barcelona",-1.82986980276291,1,171,2827
"M. Amalfitano","Rennes",-1.83178890151873,0,68,438
"J. Wilshere","Arsenal",-1.83374247511165,1,179,1195
"Nano","Levante",-1.83641788405862,0,243,572
"J. Geis","Sevilla",-1.8384878372874,0,29,503
"L. Modrić","Real Madrid",-1.84086785580303,1,231,2066
"M. Bešić","Everton",-1.84288190120981,0,1,40
"J. Mauri","Milan",-1.84445662337839,0,0,12
"B. Hamer","Leicester City",-1.84461980296021,0,4,108
"G. Scamacca","Sassuolo",-1.84594812325258,0,338,573
"Ľ. Tupta","Hellas Verona",-1.84727990789099,0,207,323
"B. Petković","Bologna",-1.84809249184843,0,279,583
"José Gayá","Valencia",-1.8498650480343,0,230,2383
"Pedro López","Real Betis",-1.85069096656161,0,3,192
"E. Loiodice","Dijon",-1.85185486142359,0,17,153
"W. Morgan","Leicester City",-1.85451334815446,0,154,1509
"B. Bereszyński","Sampdoria",-1.8554241957811,0,220,2167
"H. Moreno","Roma",-1.85715298768082,0,13,239
"F. Diabaté","Leicester City",-1.85904072740686,0,90,448
"C. Führich","Köln",-1.86008397072658,0,11,61
"Ryder Matos","Hellas Verona",-1.86054195240729,0,408,1035
"Roque Mesa","Sevilla",-1.86136464769106,0,43,332
"R. Amalfitano","Dijon",-1.86172499430052,0,510,2546
"V. Fischer","Mainz 05",-1.86366571770941,0,41,221
"K. Théophile Catherine","Saint-Étienne",-1.86375197651932,0,172,1653
"Borja Valero","Internazionale",-1.86429594085007,2,204,2638
"C. Jallet","Nice",-1.86628618571172,0,81,1091
"B. Fernández","Metz",-1.86629636391422,0,253,421
"Pablo","Bordeaux",-1.86810489561071,0,65,859
"P. Djilobodji","Dijon",-1.86919943353632,0,192,2209
"D. Rice","West Ham United",-1.87058999794579,0,266,1176
"D. D'Ambrosio","Internazionale",-1.87139908344011,2,261,2852
"M. Pugh","AFC Bournemouth",-1.87145696513039,0,137,821
"M. Zimmermann","Stuttgart",-1.87228197430272,0,6,65
"Dani Pacheco","Getafe",-1.87622404218894,0,422,934
"S. Byram","West Ham United",-1.8765261528481,0,17,203
"N. Pareja","Sevilla",-1.87787594122801,0,23,341
"L. Shaw","Manchester United",-1.87813889780045,0,88,808
"J. Vagnoman","Hamburger SV",-1.88054554343842,0,1,6
"K. Hinds","Wolfsburg",-1.88056258049801,0,2,34
"M. Izco","Crotone",-1.88639803879244,0,205,378
"D. Sidibé","Monaco",-1.89017490147637,2,214,2269
"R. Bobadilla","Borussia M'gladbach",-1.89017656367616,0,287,651
"A. Lookman","Everton",-1.89322016618951,0,38,140
"Francis Guerrero","Real Betis",-1.89372710578141,1,144,931
"B. Ketkeophomphone","Angers",-1.89403825648878,0,500,1019
"A. Ujah","Mainz 05",-1.89473818028534,0,206,655
"V. Parigini","Benevento",-1.90087761000223,0,569,1281
"N. Amrabat","Watford",-1.90302222637013,0,35,165
"J. Gelin","Rennes",-1.90305220697064,0,88,1676
"N. Nartey","Köln",-1.90305722864377,0,189,336
"M. Benatia","Juventus",-1.90386068620865,2,122,1788
"João Cancelo","Valencia",-1.90421323652504,0,22,89
"H. Choudhury","Leicester City",-1.90440279470386,0,30,376
"M. Meyer","Schalke 04",-1.905258879847,0,126,1431
"Bojan","Deportivo Alavés",-1.90611344170827,0,244,540
"F. Pogba","Saint-Étienne",-1.90914201444036,0,17,199
"Z. Ibrahimović","Manchester United",-1.91630996985623,0,15,117
"D. Yedlin","Newcastle United",-1.91766670270499,0,179,2097
"L. Vido","Atalanta",-1.91771579803526,0,11,60
"Sabin Merino","Athletic Club",-1.91999987859583,0,213,502
"O. Tannane","Saint-Étienne",-1.92192856305667,0,28,193
"N. Dussenne","Crotone",-1.92405816571522,0,7,42
"Odriozola","Real Sociedad",-1.92446463627925,0,355,2588
"Pere Pons","Girona",-1.92482384846653,0,255,1762
"Marcelo","Olympique Lyonnais",-1.92483269995705,3,225,2908
"R. Boudebouz","Real Betis",-1.93217337589999,2,553,1865
"Carlos Soler","Valencia",-1.9381997017349,1,472,2016
"R. Chibsah","Benevento",-1.93902446904792,0,353,1038
"T. Courtois","Chelsea",-1.94086798406215,0,28,1314
"Y. Nagatomo","Internazionale",-1.94305462839793,0,66,593
"I. Rakitić","Barcelona",-1.94474196957322,1,206,3163
"D. Solanke","Liverpool",-1.94705372633416,1,476,1197
"J. Oblak","Atlético Madrid",-1.94745007129359,0,22,1039
"L. Diony","Saint-Étienne",-1.94871271539216,0,72,428
"V. Regini","Sampdoria",-1.94908198284816,0,279,1164
"Jesús Gámez","Newcastle United",-1.9537191268322,0,8,92
"Víctor Camarasa","Real Betis",-1.95576672065158,1,336,1386
"Ali Adnan","Udinese",-1.95640233596077,0,176,1377
"G. Mercado","Sevilla",-1.95657568504043,0,139,1618
"F. Touré","Lille",-1.95880871755821,0,166,1714
"G. Felicioli","Hellas Verona",-1.96035214873518,0,638,1109
"Raúl Navas","Real Sociedad",-1.96153971002218,0,144,1591
"F. Mendy","Olympique Lyonnais",-1.96369226421984,0,286,2209
"Dani Giménez","Real Betis",-1.96460647661411,0,7,129
"Muniesa","Girona",-1.96535540182208,0,86,914
"G. Wijnaldum","Liverpool",-1.966551932323,1,260,1870
"J. Sims","Southampton",-1.96854155343431,0,21,133
"E. Giaccherini","Napoli",-1.96894677855926,0,14,80
"J. Sorbon","Guingamp",-1.96999999283128,0,135,1623
"S. Mustafi","Arsenal",-1.97118741249824,3,201,2433
"W. Benítez","Nice",-1.97162307131634,0,4,842
"D. Whitehead","Huddersfield Town",-1.97484408350169,0,596,940
"E. Massouema","Dijon",-1.97656633487622,0,19,115
"J. Ngoy","Stoke City",-1.9774198789296,0,4,14
"Y. Bodiger","Toulouse",-1.97800505849204,0,242,519
"W. McKennie","Schalke 04",-1.97894697391939,0,118,898
"T. Mings","AFC Bournemouth",-1.98172801834448,0,10,147
"E. Fernandes","West Ham United",-1.98358312398534,0,257,789
"D. Pavlovic","Sampdoria",-1.98527431000161,0,2,80
"N. Wells","Burnley",-1.99084484545904,0,696,1255
"Toni Lato","Valencia",-1.99200748833891,0,57,615
"M. Le Marchand","Nice",-1.99269757917818,0,183,2535
"Fabián","Real Betis",-1.99582116917531,3,516,3189
"E. Hallfreðsson","Udinese",-2.00632696198011,0,325,1043
"T. Ndombèlé","Olympique Lyonnais",-2.00955283423082,0,358,2293
"L. Balogun","Mainz 05",-2.00956299863992,0,108,831
"H. Mendyl","Lille",-2.00963594622499,0,90,629
"G. Carrillo","Southampton",-2.01553529232865,0,295,656
"M. Zeffane","Rennes",-2.01825490944771,0,274,1135
"N. Sarenren-Bazee","Hannover 96",-2.01975080395346,0,28,82
"J. Prior","Bordeaux",-2.02140766792945,0,0,47
"Gabi","Atlético Madrid",-2.02374467801883,0,538,2888
"N. Gaitán","Atlético Madrid",-2.02421587547008,0,18,162
"F. Lejeune","Newcastle United",-2.02575892801576,0,155,1624
"D. Lovren","Liverpool",-2.02700447244365,2,126,2279
"N. Milenković","Fiorentina",-2.02923141864198,0,84,1127
"A. Baba","Schalke 04",-2.03064520982093,0,5,34
"F. Delph","Manchester City",-2.0308819364484,1,175,2208
"A. Schürrle","Borussia Dortmund",-2.03367659446656,1,162,954
"S. Cristóforo","Fiorentina",-2.03452025621004,0,38,310
"L. Spinazzola","Atalanta",-2.03456908159615,0,260,1442
"E. Thommy","Augsburg",-2.03488540474109,0,268,522
"B. Soumaré","Lille",-2.03997566242106,0,71,494
"Fontàs","Celta de Vigo",-2.04105453000057,0,49,893
"G. Hein","Metz",-2.04297678402997,0,437,706
"E. Hyndman","AFC Bournemouth",-2.04903198432135,0,4,35
"R. Coly","Nice",-2.04969943452238,0,87,619
"Javi Manquillo","Newcastle United",-2.05185751005376,0,138,1200
"A. Ribelin","Rennes",-2.05253136971453,0,6,105
"V. Belec","Sampdoria",-2.05551555764509,0,0,102
"P. Gollini","Atalanta",-2.05602745238252,0,4,222
"I. Amadou","Lille",-2.0576957032149,0,166,2048
"M. Musacchio","Milan",-2.05987949764904,0,115,1241
"Xeka","Lille",-2.06048540207394,0,5,21
"D. Demme","RB Leipzig",-2.06071983982918,0,230,2773
"J. Tah","Bayer Leverkusen",-2.06187335452751,0,197,1973
"C. Mbemba","Newcastle United",-2.06278026451594,0,57,457
"R. Bensebaini","Rennes",-2.06489555564997,0,368,2275
"M. Léris","Chievo",-2.06649284679122,0,201,329
"Coke","Schalke 04",-2.06673833630805,0,2,5
"S. Janko","Saint-Étienne",-2.07232878298748,0,595,1904
"D. Rugani","Juventus",-2.07264044166504,2,114,1883
"C. Zapata","Milan",-2.07415024236388,0,97,961
"Álvaro González","Villarreal",-2.07449418955423,0,135,2038
"Thiago Maia","Lille",-2.07660597958875,0,455,2673
"V. Lindelöf","Manchester United",-2.07679008912646,0,89,1077
"W. Kanga","Angers",-2.08089226092989,0,419,740
"Sandro","Everton",-2.08237901989162,0,264,532
"M. Diaby","Crotone",-2.08590158342815,0,253,422
"Nathan","Amiens SC",-2.08598827094147,0,240,365
"Javi Fuego","Villarreal",-2.0875332314107,0,42,480
"Daniel Carriço","Sevilla",-2.08811460822631,0,37,360
"F. Bonazzoli","SPAL",-2.09182247677211,0,231,526
"M. Abeid","Dijon",-2.09290240399798,0,136,972
"I. Slimani","Newcastle United",-2.09689559967683,0,18,102
"N. Radoja","Celta de Vigo",-2.10015509808477,0,305,1306
"Š. Vrsaljko","Atlético Madrid",-2.10077825239796,0,148,1525
"Adrián Marín","Villarreal",-2.10396719183495,0,21,165
"B. Drągowski","Fiorentina",-2.10429733780506,0,1,66
"J. Plašil","Bordeaux",-2.10491355033264,0,752,1947
"M. Obafemi","Southampton",-2.10726972587167,0,227,336
"L. Koscielny","Arsenal",-2.11299895923958,2,150,2319
"K. Dabila","Lille",-2.11345895201384,0,50,684
"A. Gravillon","Benevento",-2.11357194246773,0,4,62
"R. Bentancur","Juventus",-2.11395018738017,0,79,1034
"B. Mbeumo","Troyes",-2.11510338223525,0,248,424
"M. Darmian","Manchester United",-2.11565872284768,0,27,382
"Andoni Gorosabel","Real Sociedad",-2.12288235634514,0,7,83
"M. Maignan","Lille",-2.1247944303725,0,39,1356
"A. Katai","Deportivo Alavés",-2.12487889086572,0,13,41
"F. Kusič","Köln",-2.12668385140171,0,1,9
"Montoya","Valencia",-2.12954570871193,0,180,1883
"Óscar Romero","Deportivo Alavés",-2.13136485201369,0,195,456
"J. Andersen","Sampdoria",-2.13240917804887,0,50,535
"A. Raggi","Monaco",-2.1364751936303,1,61,1017
"E. Taha","Bordeaux",-2.13850412275701,0,0,26
"Ander Herrera","Manchester United",-2.1387981614721,0,341,1824
"Chuca","Villarreal",-2.13919906965793,0,8,77
"Bellerín","Arsenal",-2.13944736075837,2,269,2956
"J. Walters","Burnley",-2.14636286430664,0,214,361
"Emerson","Chelsea",-2.14700772248307,0,37,259
"Guilherme Arana","Sevilla",-2.15044854172106,0,10,158
"Jaume","Valencia",-2.15366971060405,0,2,172
"P. Baysse","Bordeaux",-2.15556691598886,0,61,438
"A. Grgic","Stuttgart",-2.15734962459555,0,3,15
"P. Gulácsi","RB Leipzig",-2.15785496321462,0,13,1268
"V. Stocker","Hertha BSC",-2.15844361144809,0,243,434
"J. Mojica","Girona",-2.15995033289846,0,372,1975
"C. Goldson","Brighton & Hove Albion",-2.16010903260735,0,200,403
"M. Locatelli","Milan",-2.16060860375524,0,476,1429
"J. Matip","Liverpool",-2.16694017097825,1,185,2144
"G. N'Koudou","Burnley",-2.16943774840342,0,707,1201
"Ailton","Stuttgart",-2.17227776598975,0,17,110
"D. Bonera","Villarreal",-2.1730199941868,0,58,798
"F. Roncaglia","Celta de Vigo",-2.17491901352196,0,144,1436
"Bruno Gaspar","Fiorentina",-2.17658431306086,0,345,1289
"E. Capradossi","Roma",-2.1767332295417,0,5,79
"M. Rojo","Manchester United",-2.17982764931912,0,50,546
"A. Søderlund","Saint-Étienne",-2.18123474313893,0,207,470
"J. Ferri","Olympique Lyonnais",-2.18434347479388,0,92,759
"D. Sturridge","West Bromwich Albion",-2.18782640907966,0,390,636
"L. Öztunali","Mainz 05",-2.19304711522921,0,490,1493
"S. Ilsanker","RB Leipzig",-2.19814593989156,0,106,1287
"Y. Benalouane","Leicester City",-2.20321408950394,0,3,64
"S. Kießling","Bayer Leverkusen",-2.20652232307407,0,12,69
"Christian Rivera","Eibar",-2.20798137292263,0,517,915
"Á. Lang","Dijon",-2.20995608854219,0,26,181
"Alberto Moreno","Liverpool",-2.21161948486656,0,283,1553
"F. Zampano","Udinese",-2.22200860549867,0,45,310
"Jairo Samperio","Mainz 05",-2.22264873915992,0,3,22
"C. Charrier","Amiens SC",-2.22464414316437,0,278,475
"L. Fournier","Metz",-2.22981291191627,0,5,13
"N. Vlašić","Everton",-2.23265062229154,0,548,1146
"F. Bonazzoli","Sampdoria",-2.23472161859604,0,5,22
"W. Montoya","Sevilla",-2.2354058710273,0,13,62
"J. Simpson","AFC Bournemouth",-2.24186495993104,0,3,18
"Luiz Gustavo","Olympique Marseille",-2.24315841254497,5,312,2769
"M. Benger","Borussia M'gladbach",-2.2460908822535,0,0,2
"N. Otamendi","Manchester City",-2.24645830769646,4,381,3899
"A. Lennon","Everton",-2.24743690200557,0,275,733
"M. Rigione","Chievo",-2.2493000358528,0,3,20
"K. Kampl","Bayer Leverkusen",-2.2514439793116,0,4,39
"Pau Torres","Villarreal",-2.25532150129152,0,4,48
"M. Friedl","Bayern München",-2.26287709912708,0,3,63
"Nacho Gil","Valencia",-2.27018262618799,0,34,190
"Adán","Real Betis",-2.2707332262371,0,46,1424
"E. Ofori","Stuttgart",-2.27371126642481,0,3,14
"A. N'Diaye","Villarreal",-2.27380056474965,0,10,69
"V. Rüfli","Dijon",-2.27552530463618,0,3,25
"V. Koziello","Nice",-2.2788156262925,0,63,792
"G. Gaudino","Chievo",-2.27981463571416,0,243,382
"L. Hernández","Atlético Madrid",-2.27992579311285,0,407,2024
"L. Lacroix","Saint-Étienne",-2.28072974937209,0,244,836
"Thiago Alcântara","Bayern München",-2.28106110356521,2,154,1688
"L. Jović","Eintracht Frankfurt",-2.28262479035766,8,360,974
"O. Baumann","Hoffenheim",-2.28501357922084,0,31,1631
"J. Montero","Getafe",-2.28870626240416,0,258,432
"A. Dragović","Leicester City",-2.29356252787386,0,219,787
"Sandro","Sevilla",-2.2991892617822,0,292,827
"Hugo Duro","Getafe",-2.30032325024661,0,5,17
"Rúben Vezo","Valencia",-2.30419516376469,0,108,1213
"T. Koubek","Rennes",-2.30804733412833,0,31,1156
"M. Carrick","Manchester United",-2.31208237926558,0,8,130
"M. Compper","RB Leipzig",-2.31402143228786,0,6,77
"J. Villalba","Borussia M'gladbach",-2.3160213468235,0,253,383
"R. Orsolini","Bologna",-2.32081956218428,0,496,916
"R. Klavan","Liverpool",-2.32229379856517,1,86,1511
"G. Cahill","Chelsea",-2.32971255039297,0,116,1754
"L. Lumeka","Crystal Palace",-2.33123701130603,0,6,24
"Jaime Sierra","Leganés",-2.33283001185282,0,208,325
"João Cancelo","Internazionale",-2.33508614753396,1,266,2215
"D. Sánchez","Tottenham Hotspur",-2.34176124544842,0,159,2461
"A. Barzagli","Juventus",-2.34219453263245,0,59,1495
"M. Le Bihan","Nice",-2.34286662307886,0,12,82
"K. Onisiwo","Mainz 05",-2.34473083552632,0,53,225
"J. Willock","Arsenal",-2.34865460101901,0,7,66
"Dalbert","Internazionale",-2.35145006966741,0,59,541
"S. Corchia","Sevilla",-2.3525178488751,0,286,965
"T. Alderweireld","Tottenham Hotspur",-2.35275837976269,0,116,1223
"P. Jones","Manchester United",-2.3539881969109,0,89,1523
"G. Nyamsi","Rennes",-2.35910554154418,0,12,143
"R. Barkley","Chelsea",-2.35929807733919,0,18,89
"Y. Cardinale","Nice",-2.3599001261141,0,4,366
"O. Kragl","Crotone",-2.36094540679028,0,493,784
"G. Xhaka","Arsenal",-2.36377060294581,1,243,3982
"Mario González","Villarreal",-2.36404763567407,0,4,13
"C. Janker","Augsburg",-2.36568044014018,0,7,36
"Samu García","Levante",-2.36583891510088,0,433,858
"Dani Alves","PSG",-2.36768588519885,1,235,2696
"Mexer","Rennes",-2.37294625762786,0,36,707
"Bebé","Eibar",-2.37438329834424,0,340,673
"D. Godín","Atlético Madrid",-2.37710255838454,0,164,1829
"C. Marchisio","Juventus",-2.38255184391141,0,67,839
"W. Lautoa","Dijon",-2.38494495352995,0,238,750
"A. Romero","Crotone",-2.392163472574,0,674,1079
"V. Eysseric","Nice",-2.39222099374001,0,12,104
"M. Yanga-Mbiwa","Olympique Lyonnais",-2.3937193771319,0,10,121
"Dante","Nice",-2.39443169680931,1,177,2861
"Ryder Matos","Udinese",-2.40139659787474,0,23,98
"G. Gope-Fenepej","Amiens SC",-2.40528282179957,0,500,734
"F. Ladapo","Crystal Palace",-2.41848449444626,0,220,330
"S. Coulibaly","Rennes",-2.41879635066527,0,4,69
"Agirretxe","Real Sociedad",-2.43311886732386,0,13,112
"F. Evina","Bayern München",-2.43496836575423,0,14,72
"S. Gustafson","Torino",-2.44018951790667,0,175,321
"M. Sarr","Nice",-2.4434256368836,0,125,1401
"A. Soumaoro","Lille",-2.44857886278555,0,92,800
"Ş. Radu","Lazio",-2.44949753272317,0,296,2336
"I. Konaté","RB Leipzig",-2.45158195374768,0,84,914
"J. Toljan","Hoffenheim",-2.45252348968631,0,11,122
"A. Balić","Udinese",-2.45969443761658,0,754,1824
"K. Vogt","Hoffenheim",-2.46247185416109,0,208,2773
"L. Maina","Hannover 96",-2.47350947464861,0,266,420
"M. Haïdara","Newcastle United",-2.47688426190643,0,0,2
"K. Laimer","RB Leipzig",-2.47706029374058,0,298,1444
"Ferrán Torres","Valencia",-2.48340137672369,0,50,377
"B. Afobe","AFC Bournemouth",-2.48404828398202,0,72,372
"F. Caligara","Cagliari",-2.48406442072735,0,172,257
"F. Maouassa","Rennes",-2.49150452226013,0,95,529
"F. Passlack","Hoffenheim",-2.49377192317831,0,2,57
"S. Umar","Torino",-2.49440742515253,0,42,164
"K. Walker-Peters","Tottenham Hotspur",-2.49583174251052,0,29,198
"J. Boga","Chelsea",-2.49951088726039,0,1,7
"K. Cissé","Benevento",-2.50208122694767,0,191,320
"A. Christensen","Chelsea",-2.50530611580848,0,126,1910
"Miguel","Getafe",-2.50850878621111,0,1,15
"W. Sneijder","Nice",-2.51135263890114,0,28,383
"Gabriel","Valencia",-2.51192686577235,0,134,1896
"A. Lallana","Liverpool",-2.51313204071585,0,40,326
"R. Özcan","Bayer Leverkusen",-2.5172490059025,0,1,44
"K. Glik","Monaco",-2.51990528624651,3,163,2415
"S. Handanovič","Internazionale",-2.5253451944684,0,25,1275
"Rúben Semedo","Villarreal",-2.53375881412694,0,15,138
"E. Garay","Valencia",-2.53544738365372,0,82,1454
"N. Maksimović","Valencia",-2.53881762332458,0,55,437
"T. Lemar","Monaco",-2.53955029032215,2,288,1965
"M. Kanoute","Benevento",-2.54196878641778,0,239,389
"E. Hysaj","Napoli",-2.54659807183589,0,289,3454
"A. Dragović","Bayer Leverkusen",-2.54928691129339,0,2,39
"Douglas Luiz","Girona",-2.55324111870277,0,286,733
"R. Kouamé","Lille",-2.55580351112212,0,409,838
"P. Burner","Nice",-2.55587172943888,0,101,861
"I. Sacko","Nice",-2.56301614986364,0,19,150
"L. Karius","Liverpool",-2.56322051283109,0,20,701
"S. Savić","Atlético Madrid",-2.56576906252144,0,91,1437
"Bartra","Real Betis",-2.5658274562993,1,183,1564
"S. Posch","Hoffenheim",-2.56790638322786,0,54,717
"A. Hjulsager","Celta de Vigo",-2.57623915560248,0,1,15
"S. Romero","Manchester United",-2.5881586287112,0,0,28
"O. Zinchenko","Manchester City",-2.58991529220611,0,36,831
"G. Haraguchi","Hertha BSC",-2.59222582896791,0,27,129
"T. Motta","PSG",-2.59316194786993,1,98,1629
"A. Candreva","Internazionale",-2.59397032966694,0,319,2295
"A. Diallo","Rennes",-2.59408298445533,0,3,103
"Héctor","Deportivo Alavés",-2.60815469467593,0,257,393
"D. Ospina","Arsenal",-2.61181994674598,0,4,173
"M. Stępiński","Nantes",-2.6147921251885,0,1,3
"N. Clyne","Liverpool",-2.61755861849929,0,18,281
"K. Kodro","Mainz 05",-2.6205513213124,0,472,823
"J. Murillo","Valencia",-2.62078640197728,0,71,1177
"A. Toșca","Real Betis",-2.62255755700357,0,28,324
"D. Santon","Internazionale",-2.62542100263749,0,120,809
"Maurício","Lazio",-2.62670020332916,0,0,2
"K. Akpoguma","Hoffenheim",-2.62747902753188,0,144,1433
"A. Souquet","Nice",-2.63365104388095,0,243,2363
"R. Gagliardini","Internazionale",-2.64148832364344,0,196,2056
"H. Nordtveit","Hoffenheim",-2.64577533074373,0,50,781
"L. Vietto","Atlético Madrid",-2.64582372900611,0,31,181
"S. Sturaro","Juventus",-2.64683651145401,0,59,488
"E. Ampadu","Chelsea",-2.6468973358908,0,0,24
"E. Polanski","Hoffenheim",-2.64696328478578,0,19,196
"Carlos Martínez","Real Sociedad",-2.65351371652218,0,2,9
"D. Basta","Lazio",-2.65922425084386,0,51,559
"S. Asta","Augsburg",-2.66541406285637,0,195,323
"S. Rudy","Bayern München",-2.67653288761471,1,106,1407
"Mohamed Elneny","Arsenal",-2.67796011358359,0,60,1126
"Marlon","Nice",-2.67820939188255,0,127,1730
"S. Lo Faso","Fiorentina",-2.68532475303527,0,13,61
"Xesc Regis","Eibar",-2.68720037507103,0,0,1
"D. Falcinelli","Fiorentina",-2.68820203032419,0,76,340
"S. Mignolet","Liverpool",-2.69081978281201,0,31,698
"K. Walker","Manchester City",-2.69396559770439,0,315,3328
"Y. Mvogo","RB Leipzig",-2.69618589569063,0,2,47
"Jorge","Monaco",-2.69704815901389,1,232,1661
"B. Labeau","Amiens SC",-2.6970916122167,0,418,668
"J. Morel","Olympique Lyonnais",-2.70821292327514,0,178,2458
"A. Tameze","Nice",-2.70942611928535,0,367,2091
"N. Mendy","Nice",-2.70957586754412,0,70,932
"S. Papastathopoulos","Borussia Dortmund",-2.71445295923479,2,217,2518
"E. Bičakčić","Hoffenheim",-2.7249792075969,0,44,455
"Carles Planas","Girona",-2.72734155556691,0,263,486
"André Ramalho","Bayer Leverkusen",-2.73073015969157,0,4,27
"Dong-Won Ji","Augsburg",-2.73977613904538,0,186,282
"Salem Al Dawsari","Villarreal",-2.74046436015965,0,8,34
"J. Cullen","West Ham United",-2.74425417256111,0,0,7
"Barragán","Real Betis",-2.74982385660337,0,162,2081
"D. Bahamboula","Dijon",-2.75201868137174,0,8,28
"Y. Touré","Manchester City",-2.77925924682881,0,46,600
"K. Mirallas","Everton",-2.78034248969482,0,241,422
"D. Contento","Bordeaux",-2.79722798872467,0,237,402
"A. Sahibeddine","Dijon",-2.79888240725131,0,9,24
"L. Tousart","Olympique Lyonnais",-2.80991399706568,0,205,2318
"Javi García","Real Betis",-2.81349345647845,1,162,2165
"P. Foden","Manchester City",-2.81504039415745,0,9,68
"M. Dahoud","Borussia Dortmund",-2.819488655957,0,146,1062
"S. McTominay","Manchester United",-2.82292530161794,0,487,1199
"Eloi Amagat","Girona",-2.82977314085588,0,217,344
"J. Weigl","Borussia Dortmund",-2.83785881277993,1,139,1721
"Rafinha","Bayern München",-2.84137335499713,1,135,2177
"A. Mandi","Real Betis",-2.84976160409497,1,214,2775
"B. Schmitz","RB Leipzig",-2.85140771143779,0,1,67
"T. Giresse","Guingamp",-2.85287933067411,0,177,298
"E. Zidane","Deportivo Alavés",-2.86010707629134,0,202,327
"R. Zulj","Hoffenheim",-2.86131222357801,0,25,166
"M. Schmelzer","Borussia Dortmund",-2.87107151911482,0,158,1759
"D. Khalid","Toulouse",-2.87231238187974,0,199,301
"G. Castro","Borussia Dortmund",-2.87506031006967,0,100,1145
"A. Maitland-Niles","Arsenal",-2.87600977211582,0,94,913
"C. Martins Pereira","Olympique Lyonnais",-2.8784849882652,0,6,58
"Pepe Reina","Napoli",-2.87879380860818,0,28,1294
"João Mário","Internazionale",-2.88166915423244,0,297,917
"V. Chiricheș","Napoli",-2.88260819424818,0,82,750
"Patric","Lazio",-2.88510413306199,0,49,499
"A. Rabiot","PSG",-2.89558820228422,1,341,2951
"K. Asamoah","Juventus",-2.89618768696573,0,172,1681
"R. Aarons","Newcastle United",-2.90403354513262,0,222,427
"R. Bürki","Borussia Dortmund",-2.90965088217308,0,27,1478
"B. Mendy","Manchester City",-2.92596922519738,0,32,366
"Ł. Piszczek","Borussia Dortmund",-2.9335831541872,0,194,2224
"R. Bajić","Udinese",-2.95153470899663,0,483,751
"F. Reese","Schalke 04",-2.96280082284773,0,235,416
"J. Sinclair","Watford",-2.9651954609617,0,503,756
"A. Fernández","Atlético Madrid",-2.97513195521549,0,231,475
"João Moutinho","Monaco",-2.98034726717401,1,245,2687
"V. Kompany","Manchester City",-2.98315912733869,1,143,1729
"A. Lopes","Olympique Lyonnais",-2.98848834448972,0,20,1205
"J. Kimmich","Bayern München",-2.99137739132811,1,234,2741
"J. Guidetti","Celta de Vigo",-3.00808596497268,0,408,704
"João Miranda","Internazionale",-3.00930421110115,0,209,2314
"R. Souici","Saint-Étienne",-3.0180154211921,0,1,7
"M. Verratti","PSG",-3.01811328403232,0,231,2571
"C. Teuchert","Schalke 04",-3.01906501816597,0,12,40
"T. Kongolo","Monaco",-3.02119948232894,0,21,230
"P. Čech","Arsenal",-3.03898954731994,0,262,1574
"Carlos Isaac","Atlético Madrid",-3.04315679073159,0,4,61
"R. Weidenfeller","Borussia Dortmund",-3.05393095289071,0,2,45
"D. Kaiser","RB Leipzig",-3.05586832590268,0,265,604
"R. Orsolini","Atalanta",-3.05924496438524,0,26,115
"Nélson Semedo","Barcelona",-3.0674049028421,0,225,1582
"T. Hernández","Real Madrid",-3.08016374823023,0,146,959
"D. Benaglio","Monaco",-3.08028465866005,0,3,74
"D. Subašić","Monaco",-3.08680066674583,0,34,1078
"Piqué","Barcelona",-3.09478578832386,2,234,2463
"L. Boyé","Celta de Vigo",-3.1004872246217,0,276,594
"J. Makengo","Nice",-3.10597382585775,0,60,225
"L. Suárez","Villarreal",-3.10738934205369,0,3,21
"J. Boateng","Bayern München",-3.10836055374261,1,97,1720
"Rafa Navarro","Real Betis",-3.11305378556017,0,14,131
"André Gomes","Barcelona",-3.12525488809115,0,87,587
"M. Antonucci","Roma",-3.13068291998479,0,208,351
"V. Marcel","Nice",-3.15154971570973,0,4,30
"N. Janvier","Rennes",-3.15394004877271,0,228,406
